Store,Dept,Date,Weekly_Sales,IsHoliday_x,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y
1,3,2011-12-30,8848.44,True,A,151315,44.55,3.1289999999999996,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.8660000000000005,True
1,4,2011-12-30,37371.22,True,A,151315,44.55,3.1289999999999996,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.8660000000000005,True
1,5,2011-12-30,34981.76,True,A,151315,44.55,3.1289999999999996,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.8660000000000005,True
1,1,2012-01-06,16567.69,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.71425809999997,7.348,False
1,2,2012-01-06,44481.38,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.71425809999997,7.348,False
1,3,2012-01-06,13926.04,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.71425809999997,7.348,False
1,4,2012-01-06,40925.76,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.71425809999997,7.348,False
1,5,2012-01-06,23105.81,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.71425809999997,7.348,False
1,1,2012-01-13,16894.4,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.89252630000001,7.348,False
1,2,2012-01-13,43353.09,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.89252630000001,7.348,False
1,3,2012-01-13,13822.49,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.89252630000001,7.348,False
1,4,2012-01-13,36582.36,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.89252630000001,7.348,False
1,5,2012-01-13,19281.61,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.89252630000001,7.348,False
1,1,2012-01-20,18365.1,False,A,151315,54.11,3.2680000000000002,4139.87,2807.19,33.88,500.62,3400.21,219.98568930000002,7.348,False
1,2,2012-01-20,43753.43,False,A,151315,54.11,3.2680000000000002,4139.87,2807.19,33.88,500.62,3400.21,219.98568930000002,7.348,False
1,3,2012-01-20,11702.08,False,A,151315,54.11,3.2680000000000002,4139.87,2807.19,33.88,500.62,3400.21,219.98568930000002,7.348,False
1,4,2012-01-20,33780.2,False,A,151315,54.11,3.2680000000000002,4139.87,2807.19,33.88,500.62,3400.21,219.98568930000002,7.348,False
1,5,2012-01-20,19298.42,False,A,151315,54.11,3.2680000000000002,4139.87,2807.19,33.88,500.62,3400.21,219.98568930000002,7.348,False
1,1,2012-01-27,18378.16,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False
1,2,2012-01-27,41556.23,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False
1,3,2012-01-27,10613.17,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False
1,4,2012-01-27,33613.91,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False
1,5,2012-01-27,21376.42,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False
1,1,2012-02-03,23510.49,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False
1,2,2012-02-03,54322.24,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False
1,3,2012-02-03,12485.78,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False
1,4,2012-02-03,40274.83,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False
1,5,2012-02-03,28307.43,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False
1,1,2012-02-10,36988.49,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,True
1,2,2012-02-10,50581.06,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,True
1,3,2012-02-10,12388.85,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,True
1,4,2012-02-10,39305.13,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,True
1,5,2012-02-10,38096.04,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,True
1,1,2012-02-17,54060.1,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42575860000002,7.348,False
1,2,2012-02-17,46085.47,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42575860000002,7.348,False
1,3,2012-02-17,10237.78,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42575860000002,7.348,False
1,4,2012-02-17,36550.46,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42575860000002,7.348,False
1,5,2012-02-17,46219.96,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42575860000002,7.348,False
1,1,2012-02-24,20124.22,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False
1,2,2012-02-24,47080.12,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False
1,3,2012-02-24,10502.4,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False
1,4,2012-02-24,34953.85,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False
1,5,2012-02-24,30797.88,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False
1,1,2012-03-02,20113.03,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False
1,2,2012-03-02,52608.51,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False
1,3,2012-03-02,11387.31,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False
1,4,2012-03-02,38459.98,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False
1,5,2012-03-02,30642.53,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False
1,1,2012-03-09,21140.07,False,A,151315,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,False
1,2,2012-03-09,48563.69,False,A,151315,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,False
1,3,2012-03-09,11925.71,False,A,151315,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,False
1,4,2012-03-09,38934.77,False,A,151315,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,False
1,5,2012-03-09,25492.21,False,A,151315,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,False
1,1,2012-03-16,22366.88,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,False
1,2,2012-03-16,47346.32,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,False
1,3,2012-03-16,8845.73,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,False
1,4,2012-03-16,38125.32,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,False
1,5,2012-03-16,29345.72,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,False
1,1,2012-03-23,22107.7,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False
1,2,2012-03-23,44796.03,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False
1,3,2012-03-23,7910.22,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False
1,4,2012-03-23,36586.52,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False
1,5,2012-03-23,25442.13,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False
1,1,2012-03-30,28952.86,False,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False
1,2,2012-03-30,46529.68,False,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False
1,3,2012-03-30,9129.23,False,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False
1,4,2012-03-30,37718.51,False,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False
1,5,2012-03-30,22392.09,False,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False
1,1,2012-04-06,57592.12,False,A,151315,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.43561119999998,7.143,False
1,2,2012-04-06,51805.88,False,A,151315,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.43561119999998,7.143,False
1,3,2012-04-06,9335.24,False,A,151315,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.43561119999998,7.143,False
1,4,2012-04-06,42060.21,False,A,151315,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.43561119999998,7.143,False
1,5,2012-04-06,28386.81,False,A,151315,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.43561119999998,7.143,False
1,1,2012-04-13,34684.21,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False
1,2,2012-04-13,43991.18,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False
1,3,2012-04-13,7927.73,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False
1,4,2012-04-13,37449.26,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False
1,5,2012-04-13,18458.33,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False
1,1,2012-04-20,16976.19,False,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.56407369999997,7.143,False
1,2,2012-04-20,45561.85,False,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.56407369999997,7.143,False
1,3,2012-04-20,8647.36,False,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.56407369999997,7.143,False
1,4,2012-04-20,36350.03,False,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.56407369999997,7.143,False
1,5,2012-04-20,16645.01,False,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.56407369999997,7.143,False
1,1,2012-04-27,16347.6,False,A,151315,67.23,3.8139999999999996,3221.25,,35.49,577.14,6222.25,221.61793680000002,7.143,False
1,2,2012-04-27,45456.23,False,A,151315,67.23,3.8139999999999996,3221.25,,35.49,577.14,6222.25,221.61793680000002,7.143,False
1,3,2012-04-27,8635.62,False,A,151315,67.23,3.8139999999999996,3221.25,,35.49,577.14,6222.25,221.61793680000002,7.143,False
1,4,2012-04-27,36894.54,False,A,151315,67.23,3.8139999999999996,3221.25,,35.49,577.14,6222.25,221.61793680000002,7.143,False
1,5,2012-04-27,17170.39,False,A,151315,67.23,3.8139999999999996,3221.25,,35.49,577.14,6222.25,221.61793680000002,7.143,False
1,1,2012-05-04,17147.44,False,A,151315,75.55,3.7489999999999997,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False
1,2,2012-05-04,50501.3,False,A,151315,75.55,3.7489999999999997,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False
1,3,2012-05-04,10655.35,False,A,151315,75.55,3.7489999999999997,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False
1,4,2012-05-04,41897.55,False,A,151315,75.55,3.7489999999999997,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False
1,5,2012-05-04,18953.07,False,A,151315,75.55,3.7489999999999997,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False
1,1,2012-05-11,18164.2,False,A,151315,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.72566319999999,7.143,False
1,2,2012-05-11,46717.76,False,A,151315,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.72566319999999,7.143,False
1,3,2012-05-11,10342.72,False,A,151315,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.72566319999999,7.143,False
1,4,2012-05-11,35840.06,False,A,151315,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.72566319999999,7.143,False
1,5,2012-05-11,17277.63,False,A,151315,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.72566319999999,7.143,False
1,1,2012-05-18,18517.79,False,A,151315,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.74267400000002,7.143,False
1,2,2012-05-18,44411.23,False,A,151315,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.74267400000002,7.143,False
1,3,2012-05-18,8609.82,False,A,151315,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.74267400000002,7.143,False
1,4,2012-05-18,34536.29,False,A,151315,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.74267400000002,7.143,False
1,5,2012-05-18,17955.73,False,A,151315,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.74267400000002,7.143,False
1,1,2012-05-25,16963.55,False,A,151315,77.22,3.5610000000000004,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False
1,2,2012-05-25,45817.07,False,A,151315,77.22,3.5610000000000004,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False
1,3,2012-05-25,8345.33,False,A,151315,77.22,3.5610000000000004,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False
1,4,2012-05-25,38270.34,False,A,151315,77.22,3.5610000000000004,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False
1,5,2012-05-25,18625.67,False,A,151315,77.22,3.5610000000000004,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False
1,1,2012-06-01,16065.49,False,A,151315,77.95,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False
1,2,2012-06-01,47425.29,False,A,151315,77.95,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False
1,3,2012-06-01,7175.77,False,A,151315,77.95,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False
1,4,2012-06-01,41566.55,False,A,151315,77.95,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False
1,5,2012-06-01,17233.25,False,A,151315,77.95,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False
1,1,2012-06-08,17666.0,False,A,151315,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False
1,2,2012-06-08,49439.58,False,A,151315,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False
1,3,2012-06-08,8614.64,False,A,151315,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False
1,4,2012-06-08,41124.27,False,A,151315,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False
1,5,2012-06-08,24752.99,False,A,151315,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False
1,1,2012-06-15,17558.82,False,A,151315,79.35,3.3930000000000002,5621.99,109.6,0.25,2420.28,3083.26,221.76264210000002,7.143,False
1,2,2012-06-15,46637.48,False,A,151315,79.35,3.3930000000000002,5621.99,109.6,0.25,2420.28,3083.26,221.76264210000002,7.143,False
1,3,2012-06-15,8016.26,False,A,151315,79.35,3.3930000000000002,5621.99,109.6,0.25,2420.28,3083.26,221.76264210000002,7.143,False
1,4,2012-06-15,39019.74,False,A,151315,79.35,3.3930000000000002,5621.99,109.6,0.25,2420.28,3083.26,221.76264210000002,7.143,False
1,5,2012-06-15,21376.63,False,A,151315,79.35,3.3930000000000002,5621.99,109.6,0.25,2420.28,3083.26,221.76264210000002,7.143,False
1,1,2012-06-22,16633.41,False,A,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.80302110000002,7.143,False
1,2,2012-06-22,46075.0,False,A,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.80302110000002,7.143,False
1,3,2012-06-22,7301.41,False,A,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.80302110000002,7.143,False
1,4,2012-06-22,37400.31,False,A,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.80302110000002,7.143,False
1,5,2012-06-22,24337.24,False,A,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.80302110000002,7.143,False
1,1,2012-06-29,15722.82,False,A,151315,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False
1,2,2012-06-29,47629.14,False,A,151315,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False
1,3,2012-06-29,7577.59,False,A,151315,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False
1,4,2012-06-29,39758.77,False,A,151315,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False
1,5,2012-06-29,20233.9,False,A,151315,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False
1,1,2012-07-06,17823.37,False,A,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.88377889999998,6.9079999999999995,False
1,2,2012-07-06,49771.92,False,A,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.88377889999998,6.9079999999999995,False
1,3,2012-07-06,8473.71,False,A,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.88377889999998,6.9079999999999995,False
1,4,2012-07-06,44936.96,False,A,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.88377889999998,6.9079999999999995,False
1,5,2012-07-06,19684.48,False,A,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.88377889999998,6.9079999999999995,False
1,1,2012-07-13,16566.18,False,A,151315,77.12,3.2560000000000002,7218.13,45.2,36.24,3909.38,2596.37,221.92415789999998,6.9079999999999995,False
1,2,2012-07-13,44411.95,False,A,151315,77.12,3.2560000000000002,7218.13,45.2,36.24,3909.38,2596.37,221.92415789999998,6.9079999999999995,False
1,3,2012-07-13,13126.15,False,A,151315,77.12,3.2560000000000002,7218.13,45.2,36.24,3909.38,2596.37,221.92415789999998,6.9079999999999995,False
1,4,2012-07-13,38073.91,False,A,151315,77.12,3.2560000000000002,7218.13,45.2,36.24,3909.38,2596.37,221.92415789999998,6.9079999999999995,False
1,5,2012-07-13,18089.61,False,A,151315,77.12,3.2560000000000002,7218.13,45.2,36.24,3909.38,2596.37,221.92415789999998,6.9079999999999995,False
1,1,2012-07-20,16348.06,False,A,151315,80.42,3.3110000000000004,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.9079999999999995,False
1,2,2012-07-20,45108.22,False,A,151315,80.42,3.3110000000000004,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.9079999999999995,False
1,3,2012-07-20,20126.95,False,A,151315,80.42,3.3110000000000004,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.9079999999999995,False
1,4,2012-07-20,38080.05,False,A,151315,80.42,3.3110000000000004,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.9079999999999995,False
1,5,2012-07-20,17896.46,False,A,151315,80.42,3.3110000000000004,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.9079999999999995,False
1,1,2012-07-27,15731.18,False,A,151315,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.9079999999999995,False
1,2,2012-07-27,45008.22,False,A,151315,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.9079999999999995,False
1,3,2012-07-27,22716.7,False,A,151315,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.9079999999999995,False
1,4,2012-07-27,35197.59,False,A,151315,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.9079999999999995,False
1,5,2012-07-27,14105.4,False,A,151315,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.9079999999999995,False
1,1,2012-08-03,16628.31,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.9079999999999995,False
1,2,2012-08-03,49424.06,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.9079999999999995,False
1,3,2012-08-03,30331.69,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.9079999999999995,False
1,4,2012-08-03,41305.39,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.9079999999999995,False
1,5,2012-08-03,17615.28,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.9079999999999995,False
1,1,2012-08-10,16119.92,False,A,151315,85.05,3.4939999999999998,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.9079999999999995,False
1,2,2012-08-10,46729.91,False,A,151315,85.05,3.4939999999999998,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.9079999999999995,False
1,3,2012-08-10,28257.3,False,A,151315,85.05,3.4939999999999998,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.9079999999999995,False
1,4,2012-08-10,40343.83,False,A,151315,85.05,3.4939999999999998,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.9079999999999995,False
1,5,2012-08-10,18232.46,False,A,151315,85.05,3.4939999999999998,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.9079999999999995,False
1,1,2012-08-17,17330.7,False,A,151315,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.03841090000003,6.9079999999999995,False
1,2,2012-08-17,46350.97,False,A,151315,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.03841090000003,6.9079999999999995,False
1,3,2012-08-17,31905.97,False,A,151315,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.03841090000003,6.9079999999999995,False
1,4,2012-08-17,38105.9,False,A,151315,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.03841090000003,6.9079999999999995,False
1,5,2012-08-17,15440.65,False,A,151315,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.03841090000003,6.9079999999999995,False
1,1,2012-08-24,16286.4,False,A,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.17194569999998,6.9079999999999995,False
1,2,2012-08-24,44972.52,False,A,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.17194569999998,6.9079999999999995,False
1,3,2012-08-24,43712.78,False,A,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.17194569999998,6.9079999999999995,False
1,4,2012-08-24,36674.67,False,A,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.17194569999998,6.9079999999999995,False
1,5,2012-08-24,22446.23,False,A,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.17194569999998,6.9079999999999995,False
1,1,2012-08-31,16680.24,False,A,151315,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.30548050000002,6.9079999999999995,False
1,2,2012-08-31,50995.5,False,A,151315,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.30548050000002,6.9079999999999995,False
1,3,2012-08-31,50701.3,False,A,151315,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.30548050000002,6.9079999999999995,False
1,4,2012-08-31,37802.97,False,A,151315,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.30548050000002,6.9079999999999995,False
1,5,2012-08-31,18615.76,False,A,151315,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.30548050000002,6.9079999999999995,False
1,1,2012-09-07,18322.37,True,A,151315,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.9079999999999995,True
1,2,2012-09-07,47344.5,True,A,151315,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.9079999999999995,True
1,3,2012-09-07,18368.51,True,A,151315,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.9079999999999995,True
1,4,2012-09-07,39549.27,True,A,151315,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.9079999999999995,True
1,5,2012-09-07,18236.15,True,A,151315,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.9079999999999995,True
1,1,2012-09-14,19616.22,False,A,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.58201929999998,6.9079999999999995,False
1,2,2012-09-14,44493.61,False,A,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.58201929999998,6.9079999999999995,False
1,3,2012-09-14,14288.22,False,A,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.58201929999998,6.9079999999999995,False
1,4,2012-09-14,35044.06,False,A,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.58201929999998,6.9079999999999995,False
1,5,2012-09-14,19369.52,False,A,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.58201929999998,6.9079999999999995,False
1,1,2012-09-21,19251.5,False,A,151315,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.9079999999999995,False
1,2,2012-09-21,43541.07,False,A,151315,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.9079999999999995,False
1,3,2012-09-21,13403.63,False,A,151315,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.9079999999999995,False
1,4,2012-09-21,34507.34,False,A,151315,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.9079999999999995,False
1,5,2012-09-21,25798.78,False,A,151315,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.9079999999999995,False
1,1,2012-09-28,18947.81,False,A,151315,76.08,3.6660000000000004,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.9079999999999995,False
1,2,2012-09-28,45784.76,False,A,151315,76.08,3.6660000000000004,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.9079999999999995,False
1,3,2012-09-28,13085.95,False,A,151315,76.08,3.6660000000000004,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.9079999999999995,False
1,4,2012-09-28,34647.33,False,A,151315,76.08,3.6660000000000004,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.9079999999999995,False
1,5,2012-09-28,22560.39,False,A,151315,76.08,3.6660000000000004,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.9079999999999995,False
1,1,2012-10-05,21904.47,False,A,151315,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.5729999999999995,False
